text,protext,class
"@Lusa_noticias 
Tem boa solução: arranje um OVNI. https://t.co/rqBFOzA51W",USERNAME  Tem boa solução: arranje um OVNI. https://t.co/rqBFOzA51W,0
"Que justiça injusta. O Brasil tem que mudar. Mas, infelizmente a maioria dos parlamentares e muitos juristas... https://t.co/pM4ufRIFce","Que justiça injusta. O Brasil tem que mudar. Mas, infelizmente a maioria dos parlamentares e muitos juristas... https://t.co/pM4ufRIFce",1
"farta de procurar trabalho, ainda me meto mas é a trabalhar num bar de fufas, mais vale","farta de procurar trabalho, ainda me meto mas é a trabalhar num bar de fufas, mais vale",1
"eu sofro preconceito por ser da igreja evangélica mas ngm liga ne
aí jogam pedra no macumbero e é 'ooooh mds que triste'",eu sofro preconceito por ser da igreja evangélica mas ngm liga ne aí jogam pedra no macumbero e é 'ooooh mds que triste',1
"Menina praplégica c tá querendo o que? - eu quero mexer, eu quero mexer!","Menina praplégica c tá querendo o que? - eu quero mexer, eu quero mexer!",1
"Mundo: União Europeia ameaça com sanções países que não recebem refugiados.
(Foto: Louisa Gouliamaki/AFP) https://t.co/mLwFQgoCiD",Mundo: União Europeia ameaça com sanções países que não recebem refugiados. (Foto: Louisa Gouliamaki/AFP) https://t.co/mLwFQgoCiD,0
Cena linda de se ver https://t.co/UKdaJM5nh4,Cena linda de se ver https://t.co/UKdaJM5nh4,0
@Viny_Benfica exatamente. e se chamasse de 'minha branquinha' seria orgulho do cara por namorar uma branca,USERNAME exatamente. e se chamasse de 'minha branquinha' seria orgulho do cara por namorar uma branca,1
RT @amanda_castelar: Nunca ri tanto com os tweets @direitafalando kkkkkkk,RT USERNAME: Nunca ri tanto com os tweets USERNAME kkkkkkk,0
"RT @RafaelWinterS_: @marisa_lobo tenho 22 anos e desde que me entendo por gente, existem estas mesmas reclamações sobre o SUS, nunca foi bo _","RT USERNAME: USERNAME tenho 22 anos e desde que me entendo por gente, existem estas mesmas reclamações sobre o SUS, nunca foi bo _",0
RT @danversawyer: Quando eu to em dúvida se a mina é sapatao e ela fala que gosta de Anavitoria https://t.co/1TrEFxrypO,RT USERNAME: Quando eu to em dúvida se a mina é sapatao e ela fala que gosta de Anavitoria https://t.co/1TrEFxrypO,1
Globo mostrando que homem nai vale nada mesmo e mulher é burra iludida,Globo mostrando que homem nai vale nada mesmo e mulher é burra iludida,1
Desde que o Pinto da Costa deixou de fotografar mamas brasileiras para fotografar pés mexicanos o Porto nunca mais ganhou nada...,Desde que o Pinto da Costa deixou de fotografar mamas brasileiras para fotografar pés mexicanos o Porto nunca mais ganhou nada...,1
"'O feminismo não é capacho da esquerda'
' VocÊ é um nazista'
hahahahahaha  que retardado!!!!!  Refute o que eu fale _ https://t.co/oHA1P45vpx",'O feminismo não é capacho da esquerda' ' VocÊ é um nazista' hahahahahaha  que retardado!!!!!  Refute o que eu fale _ https://t.co/oHA1P45vpx,0
RT @PqpCarol22: @BalaaTreem E tão sapatão que não sabe oq é pauuuuu,RT USERNAME: USERNAME E tão sapatão que não sabe oq é pauuuuu,1
"RT @toiaos: @InesBolsonaro por tras do twitter só tem maconheiro, eles fazem de tudo pra tirar os reaças do site","RT USERNAME: USERNAME por tras do twitter só tem maconheiro, eles fazem de tudo pra tirar os reaças do site",1
"meu tio disse que quer mudar meu gosto musical..
ATREVA-SE",meu tio disse que quer mudar meu gosto musical.. ATREVA-SE,0
"@AleMagnnusb racista-machista sem argumentos, é o que mais tem","USERNAME racista-machista sem argumentos, é o que mais tem",0
Seria um prazer matar muçulmano.,Seria um prazer matar muçulmano.,1
só pensam em crise vão arranjar um emprego,só pensam em crise vão arranjar um emprego,1
RT @editorahumanas: A maior verdade das ruas https://t.co/JbwEYAPmna,RT USERNAME: A maior verdade das ruas https://t.co/JbwEYAPmna,0
"É gorda e feia, por isso é oferecida, se fosse gata... —_ brigada amorrr, amei receber isso https://t.co/n6APtwOkF7","É gorda e feia, por isso é oferecida, se fosse gata... —_ brigada amorrr, amei receber isso https://t.co/n6APtwOkF7",1
"Gremistas gostosas, comemorem o rebaixamento do Inter mandando foto pelada na DM. No aguardo.","Gremistas gostosas, comemorem o rebaixamento do Inter mandando foto pelada na DM. No aguardo.",0
@otmar03 vou mandar pra tu corrigir os post antes..kkkkk verdade de novo..kkkk,USERNAME vou mandar pra tu corrigir os post antes..kkkkk verdade de novo..kkkk,0
@Coisasdelouco '...Vim parar nessa cidade p força das circunstâncias.. Aprendi a m virar sozinha.. E NÃO MUDO MINHA POSTURA SÓ P T AGRADAR'!,USERNAME '...Vim parar nessa cidade p força das circunstâncias.. Aprendi a m virar sozinha.. E NÃO MUDO MINHA POSTURA SÓ P T AGRADAR'!,0
"RT @Lewis_Face: O Erro Do #PSG 
Foi Jogar De Branco
O #Barça Pensou Que 
Fosse #Real_Madrid
#MSN",RT USERNAME: O Erro Do #PSG  Foi Jogar De Branco O #Barça Pensou Que  Fosse #Real_Madrid #MSN,0
RT @Desesquerdizada: O @OficialMrCatra deu uma @Desesquerdizada na lógica racista dos 'justiceiros socais' durante @programapanico e calou _,RT USERNAME: O USERNAME deu uma USERNAME na lógica racista dos 'justiceiros socais' durante USERNAME e calou _,0
@JOAQUINVOLTOU verdade..dia das mulheres !!! https://t.co/hGCHdttOgL,USERNAME verdade..dia das mulheres !!! https://t.co/hGCHdttOgL,0
"Parabéns Mulheres de verdade
Mulher inteligente faz de seus dramas verdadeiras histórias
A mulher burra de suas his _ https://t.co/Nrw8KkpUpq",Parabéns Mulheres de verdade Mulher inteligente faz de seus dramas verdadeiras histórias A mulher burra de suas his _ https://t.co/Nrw8KkpUpq,1
"glaucio me deu feliz dia da mulher, respondi com 'pra vc tambem' 
eu sou muito burra","glaucio me deu feliz dia da mulher, respondi com 'pra vc tambem'  eu sou muito burra",1
"@rainhaim @Rapaeo é uma crítica, mas a sua amiga aí foi rachada no perfil, por isso diz que é racista.","USERNAME USERNAME é uma crítica, mas a sua amiga aí foi rachada no perfil, por isso diz que é racista.",0
eu sabia que as manifestações nao eram contra corrupção mas o que eu queria mesmo era tirar a dilma,eu sabia que as manifestações nao eram contra corrupção mas o que eu queria mesmo era tirar a dilma,1
"RT @reaconaria: Para a mídia o argumento que vale é 'se eu não gosto, então é Hitler'
https://t.co/Z5qbBxwYVA","RT USERNAME: Para a mídia o argumento que vale é 'se eu não gosto, então é Hitler' https://t.co/Z5qbBxwYVA",0
@Giane13 sapatão? isso é bem coisa de sapatão shauishaius,USERNAME sapatão? isso é bem coisa de sapatão shauishaius,1
"DOMINGO 19:32
ESCONDE O REVOLVER
PAGA AS PROSTITUTA
TIRA O FILME PORNÔ
COLOCAR NA REDE VIDA
CHÁ DE BOLDO
DECLARO ENCERRADO
O FINAL DE SEMANA",DOMINGO 19:32 ESCONDE O REVOLVER PAGA AS PROSTITUTA TIRA O FILME PORNÔ COLOCAR NA REDE VIDA CHÁ DE BOLDO DECLARO ENCERRADO O FINAL DE SEMANA,1
Americanos são amplamente contra cidades santuário' https://t.co/g5eHyBQLGjhttps://t.co/86k040geGI,Americanos são amplamente contra cidades santuário' https://t.co/g5eHyBQLGjhttps://t.co/86k040geGI,0
@LariInRIO @sanfs_ o meu ta assim tbm,USERNAME USERNAME o meu ta assim tbm,0
"Palhaçada pura!
Acho que o #Trump vai perder o sono por causa do voto do #BlocoEsquerda.
@EsquerdaNet https://t.co/2UJupULUDS",Palhaçada pura! Acho que o #Trump vai perder o sono por causa do voto do #BlocoEsquerda. USERNAME https://t.co/2UJupULUDS,0
Participei do consultório de família na #NovoTempo com o tema. Criação de criança em sexo neutro. Foi muito bacana. https://t.co/jFBY6lshGn,Participei do consultório de família na #NovoTempo com o tema. Criação de criança em sexo neutro. Foi muito bacana. https://t.co/jFBY6lshGn,0
"feliz dia das mulheres para Beatriz, que foi vitima de estupro coletivo por 33 caras no RJ. sem apoio algum e ainda com gente duvidando dela","feliz dia das mulheres para Beatriz, que foi vitima de estupro coletivo por 33 caras no RJ. sem apoio algum e ainda com gente duvidando dela",0
"Gente, li piadinhas fodas agora.. vou trazer uma, perai","Gente, li piadinhas fodas agora.. vou trazer uma, perai",0
VOU PROCURAR MINHA FOTO CM ELE MAIS EU ERA MT FEIA E GORDA,VOU PROCURAR MINHA FOTO CM ELE MAIS EU ERA MT FEIA E GORDA,0
@procrlmano acho q tbm tens sono,USERNAME acho q tbm tens sono,0
"@InesBolsonaro sorte sua, se vc for menor de idade ele vai querer comer seu cu","USERNAME sorte sua, se vc for menor de idade ele vai querer comer seu cu",1
Homem que é homem não nota o esmalte das mulheres,Homem que é homem não nota o esmalte das mulheres,1
@lucasmzanella e quando não pôde? tem alguma lei que proíbe? tem alguma polícia que prenda quem não usa? tem alguém defendendo isso?,USERNAME e quando não pôde? tem alguma lei que proíbe? tem alguma polícia que prenda quem não usa? tem alguém defendendo isso?,0
"@_SsarahA @Ebandeira_ isso n ta errado, mas épesquisa de gente burra, a mulher trabalha menos que o homem","USERNAME USERNAME isso n ta errado, mas épesquisa de gente burra, a mulher trabalha menos que o homem",1
ainda estou surpreendida com a cara de sapatão dessa camilinha https://t.co/yGYxHrvIl8,ainda estou surpreendida com a cara de sapatão dessa camilinha https://t.co/yGYxHrvIl8,1
"Além da tremenda baboseira, a quantidade de erros de português é absurda! Qq meio de comunicação sério teria vergon _ https://t.co/GL3iqhkscG","Além da tremenda baboseira, a quantidade de erros de português é absurda! Qq meio de comunicação sério teria vergon _ https://t.co/GL3iqhkscG",1
"@xicoxivucu O Islão não é uma religião como as outras.É uma doutrina totalitária, literalmente escrita,de religião e politica por Maomé.","USERNAME O Islão não é uma religião como as outras.É uma doutrina totalitária, literalmente escrita,de religião e politica por Maomé.",1
"Sugiro que todos os ATEUS CORAJOSOS ,leiam a Bíblia para confrontar os cristãos.#EuApoio rss https://t.co/Zvic768t2W","Sugiro que todos os ATEUS CORAJOSOS ,leiam a Bíblia para confrontar os cristãos.#EuApoio rss https://t.co/Zvic768t2W",0
"Leia a conversa da SÁBADO com o presidente do PNR, @jpintocoelho60 sobre o @LIVREpt https://t.co/SmRJLqvG8i","Leia a conversa da SÁBADO com o presidente do PNR, USERNAME sobre o USERNAME https://t.co/SmRJLqvG8i",0
"Sinceramente, se forem refugiados de países vizinhos não vejo o porque do desespero (tem a questão da cri$e, óbvio) _ https://t.co/UwwQut8LIZ","Sinceramente, se forem refugiados de países vizinhos não vejo o porque do desespero (tem a questão da cri$e, óbvio) _ https://t.co/UwwQut8LIZ",1
@JuhSavignon para de parar. #Contalogotudoquetenhosanguejornalista,USERNAME para de parar. #Contalogotudoquetenhosanguejornalista,0
#EscolaSemPartido.  Só não vê quem é ESQUERDOPATA.. https://t.co/reUZ58586t,#EscolaSemPartido.  Só não vê quem é ESQUERDOPATA.. https://t.co/reUZ58586t,1
@gentebranca1 se vcs jogarem o user dela e a palavra 'negro' vão ver que só fala bosta,USERNAME se vcs jogarem o user dela e a palavra 'negro' vão ver que só fala bosta,1
"E o detalhe, é que eu odeio a professora da aula de hoje! Puta mulher chata e burra","E o detalhe, é que eu odeio a professora da aula de hoje! Puta mulher chata e burra",1
17 pequenas atitudes machistas que acontecem na cama https://t.co/O8u3c1jZoJ via @BuzzFeedBrasil,17 pequenas atitudes machistas que acontecem na cama https://t.co/O8u3c1jZoJ via USERNAME,1
"as pessoas não entendem que no meio dos 'refugiados' tem inúmeros terroristas, é uma coisa tão óbvia","as pessoas não entendem que no meio dos 'refugiados' tem inúmeros terroristas, é uma coisa tão óbvia",1
Claro! A alienação é o melhor caminho pra você! Continue nessa bolha!!! https://t.co/MqBdnFkc4K,Claro! A alienação é o melhor caminho pra você! Continue nessa bolha!!! https://t.co/MqBdnFkc4K,0
"@GABRIELPlNHEIRO caralho, agora que eu to lembrando, esse sexta-feira 13 é o primeiro que o Jason usa mascara né?","USERNAME caralho, agora que eu to lembrando, esse sexta-feira 13 é o primeiro que o Jason usa mascara né?",0
"Ao contrário do Sistema, o #PNR defende as forças da ordem e a segurança.
#GuardaPrisional @GNRepublicana #PSP 
https://t.co/pteGZYagzb","Ao contrário do Sistema, o #PNR defende as forças da ordem e a segurança. #GuardaPrisional USERNAME #PSP  https://t.co/pteGZYagzb",0
"Peço desculpa malta,mas hoje não consegui chegar a tempo ao estádio para fazer o ritual de início de jogo.
Estou a chegar pra darmos a volta","Peço desculpa malta,mas hoje não consegui chegar a tempo ao estádio para fazer o ritual de início de jogo. Estou a chegar pra darmos a volta",0
"@MarleneBicalho Vc é gente, cara! rsrs, brigada lindona desastrada do meu S2","USERNAME Vc é gente, cara! rsrs, brigada lindona desastrada do meu S2",0
"Porque só o @editorahumanas pode ser censurado e eu não?Eu odeio as feministas tanto qnt ele.. Elas só sabem dar e abortar!
#DireitosIguais",Porque só o USERNAME pode ser censurado e eu não?Eu odeio as feministas tanto qnt ele.. Elas só sabem dar e abortar! #DireitosIguais,1
"@JuhSavignon =/ Não sei o que se passa, mas, #força!","USERNAME =/ Não sei o que se passa, mas, #força!",0
LEVE-O PRO PUTEIRO SE ELE ENTRAR NESSE CAMINHO DE LOL O SR. NUNCA SERÁ AVÔ. BOA SORTE.  #JoaquinResponde https://t.co/wLGmY4Tg1D,LEVE-O PRO PUTEIRO SE ELE ENTRAR NESSE CAMINHO DE LOL O SR. NUNCA SERÁ AVÔ. BOA SORTE.  #JoaquinResponde https://t.co/wLGmY4Tg1D,1
"Que rumo estamos tomando quando um juiz pode interromper um veto de Seg. Interna e qlqr um, até mesmo mal intencion _ https://t.co/xAuNPZOSot","Que rumo estamos tomando quando um juiz pode interromper um veto de Seg. Interna e qlqr um, até mesmo mal intencion _ https://t.co/xAuNPZOSot",1
"a mulher no BBB soltou um 'mexicano que é mexicano nem caixa d'água tem', que programa de gente burra da porra","a mulher no BBB soltou um 'mexicano que é mexicano nem caixa d'água tem', que programa de gente burra da porra",1
"Os pretos são criminosos
As gajas com decote são sluts
Os bissexuais são indecisos
Os refugiados não merecem uma oportunidade de vida",Os pretos são criminosos As gajas com decote são sluts Os bissexuais são indecisos Os refugiados não merecem uma oportunidade de vida,1
"@linknpacto miga, pare. é uma construção social. se você não enxerga isso, além de burra, é racista.","USERNAME miga, pare. é uma construção social. se você não enxerga isso, além de burra, é racista.",1
"Os homens são todos iguais, deixam tudo para a última hora. O Dia dos Namorados é já amanhã e só hoje é que começaram a assaltar relojoarias","Os homens são todos iguais, deixam tudo para a última hora. O Dia dos Namorados é já amanhã e só hoje é que começaram a assaltar relojoarias",1
"RT @alex_borges: 'O problema do mundo são os brancos velhos europeus com raiva', diz o militante da ideologia criada pelo branco velho euro _","RT USERNAME: 'O problema do mundo são os brancos velhos europeus com raiva', diz o militante da ideologia criada pelo branco velho euro _",1
"@LuisaSoffner não tem os cromossomos XX não é mulher, não é preconceito, é biologia","USERNAME não tem os cromossomos XX não é mulher, não é preconceito, é biologia",1
RT @julyarosas: O que essa mulher está falando ??? Eu tô esperando pela comida e ela falando sobre sla. Me senti burra #MasterChefBR,RT USERNAME: O que essa mulher está falando ??? Eu tô esperando pela comida e ela falando sobre sla. Me senti burra #MasterChefBR,0
"'até pouco tempo atrás'  Que canalhice!!!!
O retardado compara o Cristianismo da idade média com o islamismo de 201 _ https://t.co/6pcTiHG7G5",'até pouco tempo atrás'  Que canalhice!!!! O retardado compara o Cristianismo da idade média com o islamismo de 201 _ https://t.co/6pcTiHG7G5,1
Temer vai levar no 1 turno  https://t.co/tUrZsOwBoV,Temer vai levar no 1 turno  https://t.co/tUrZsOwBoV,0
"Se fosse o contrário, a mídia já estaria falando do ódio da ultra-mega-direita. Mas, como é um negro, vão deixar pa _ https://t.co/seXjNOmCRn","Se fosse o contrário, a mídia já estaria falando do ódio da ultra-mega-direita. Mas, como é um negro, vão deixar pa _ https://t.co/seXjNOmCRn",1
RT @Joao_Marcos865: #NaoAceitamosRefugiados A Imprensa preocupa-se tanto com refugiados mas nao lembra os cristaos perseguidos e mortos no _,RT USERNAME: #NaoAceitamosRefugiados A Imprensa preocupa-se tanto com refugiados mas nao lembra os cristaos perseguidos e mortos no _,1
"O #PNR não cala ante o marxismo-cultural, a censura dos 'tolerantes' e a hipocrisia do 'faz-de-conta' (que nada se _ https://t.co/XLvvuy2PiG","O #PNR não cala ante o marxismo-cultural, a censura dos 'tolerantes' e a hipocrisia do 'faz-de-conta' (que nada se _ https://t.co/XLvvuy2PiG",0
"'os funcionários mataram o menino no Habib's pq ele era negro e pobre'
Hahahahhaha como se os funcionários do Habib's fossem ricos",'os funcionários mataram o menino no Habib's pq ele era negro e pobre' Hahahahhaha como se os funcionários do Habib's fossem ricos,0
"Eu só quero é ser feliz
Zuar sua barriga, sua orelha e seu nariz
E poder me orgulhar
De cortar o bolsa-família e botar o pobre pra trabalhar","Eu só quero é ser feliz Zuar sua barriga, sua orelha e seu nariz E poder me orgulhar De cortar o bolsa-família e botar o pobre pra trabalhar",1
"E qual o problema??!? Contrato quem eu quiser, oras! https://t.co/hRykXNkvik","E qual o problema??!? Contrato quem eu quiser, oras! https://t.co/hRykXNkvik",0
"@JessicaaFranca uma coisa é rir e fazer piada, outra coisa é usar da fé pra manipular a opinião dos fiéis e ganhar $. se toca loira burra","USERNAME uma coisa é rir e fazer piada, outra coisa é usar da fé pra manipular a opinião dos fiéis e ganhar $. se toca loira burra",1
